Title,Summary,Category
A Thousand Days,"A Thousand Days: John F. Kennedy in the White House is a nonfiction book by American historian Arthur M. Schlesinger Jr., about the United States presidency of John F. Kennedy (1961–1963). As a special assistant to the president, he was able to observe the people and events that shaped the Kennedy administration. The book describes the policies, politics and personalities during Kennedy's time in office. Kennedy's cabinet is a focused aspect.",Non-fiction
Rebecca Cox Jackson,"Rebecca Cox Jackson (February 15, 1795 – May 24, 1871) was a free Black woman, known for her religious feminism and activism and her writing. Her autobiography was published in 1981 as Gifts of Power: The Writings of Rebecca Cox Jackson, Black Visionary, Shaker Eldress, edited by Jean McMahon Humez. ",Non-fiction
Janet Langhart,"Janet Leola Langhart Cohen (née Floyd; born December 22, 1941) is an American television journalist and anchor, and author. Beginning her career as a model, she started in television reporting the weather.",Non-fiction
The Scandal of Scientology,"The Scandal of Scientology is a critical exposé book about the Church of Scientology, written by Paulette Cooper and published by Tower Publications, in 1971.",Non-fiction
100 Books by August Derleth,"100 Books by August Derleth is a bibliography of books by American author August Derleth. It was released in 1962 by Arkham House in an edition of 1,225 copies.  Approximately 200 copies of the edition were bound in pictorial boards for libraries (the edition in boards was issued without dustwrapper). The foreword is by Donald Wandrei.",Non-fiction
The Collapse of the Third Republic,"The Collapse of the Third Republic: An Inquiry into the Fall of France in 1940 by William L. Shirer (New York: Simon & Schuster, 1969) deals with the collapse of the French Third Republic as a result of Hitler's invasion during World War II.",Non-fiction
Raymond Castellani,"Raymond Jay Castellani (February 13, 1933 – October 18, 2021) was an American character actor. As a former alcoholic, he founded the Frontline Foundation, which serves meals to the homeless on the Los Angeles' Skid Row.",Non-fiction
"Race, Evolution, and Behavior","Race, Evolution, and Behavior: A Life History Perspective is a book by Canadian psychologist and author J. Philippe Rushton. Rushton was a professor of psychology at the University of Western Ontario for many years, and the head of the controversial Pioneer Fund. The first unabridged edition of the book came out in 1995, and the third, latest unabridged edition came out in 2000; abridged versions were also distributed.",Non-fiction
A & C Black,"A & C Black is a British book publishing company, owned since 2002 by Bloomsbury Publishing. The company is noted for publishing Who's Who since 1849 and the Encyclopædia Britannica between 1827 and 1903. It offers a wide variety of books in fiction and nonfiction, and has published popular travel guides, novels, and science books.",Non-fiction
Laura Hillman,"Laura Hillman (born Hannelore Wolff; October 16, 1923 – June 4, 2020) was a German-born American  survivor of Holocaust concentration camps, including Auschwitz-Birkenau. She was also a Schindlerjude, who survived the Holocaust with the help of Oskar Schindler. She was also a writer and memoirist, as well as a lecturer on the Holocaust, and a docent at the Long Beach Museum of Art. In 2005, she published i will plant you a lilac tree – a memoir of a Schindler's list survivor, a young adult book about her experiences during the Holocaust.",Non-fiction
American National Biography,"The American National Biography (ANB) is a 24-volume biographical encyclopedia set that contains about 17,400 entries and 20 million words, first published in 1999 by Oxford University Press under the auspices of the American Council of Learned Societies.",Non-fiction
Toward a Feminist Theory of the State,Toward a Feminist Theory of the State is a 1989 book about feminist political theory by the legal scholar Catharine MacKinnon.,Non-fiction
Lucien Wolf,"Lucien Wolf (20 January 1857 in London – 23 August 1930) was an English Jewish journalist,  diplomat, historian, and advocate of rights for Jews and other minorities. While Wolf was devoted to minority rights, he opposed Jewish nationalism as expressed in Zionism, which he regarded an incentive to anti-Semitism. In 1917 he co-founded the anti-Zionist League of British Jews.",Non-fiction
Howard Phillips Lovecraft: Dreamer on the Nightside,"Frank Belknap Long Jr. (April 27, 1901 – January 3, 1994) was an American writer of horror fiction, fantasy, science fiction, poetry, gothic romance, comic books, and non-fiction. Though his writing career spanned seven decades, he is best known for his horror and science fiction short stories, including contributions to the Cthulhu Mythos alongside his friend, H. P. Lovecraft. During his life, Long received the World Fantasy Award for Life Achievement (at the 1978 World Fantasy Convention), the Bram Stoker Award for Lifetime Achievement (in 1987, from the Horror Writers Association), and the First Fandom Hall of Fame Award (1977).",Non-fiction
Soldatisches Führertum,"Soldatisches Führertum (Soldiers' Leadership) was a ten-volume reference work in German, containing short biographies of generals in the Prussian Army by Kurt von Priesdorff. Due to the loss of the Prussian Army Archives in World War II, it has become the main source for the biographies of Prussian generals.",Non-fiction
Wilson A. Head,"Wilson A. Head (September 30, 1914 – October 7, 1993) was an American/Canadian sociologist and community planner known for his work in race relations, human rights and peace in the United States, Canada and other parts of the world.",Non-fiction
Fell in Love with a Band,"Fell in love with a Band by Chris Handyside is a comprehensive biography about Jack White and Meg White, otherwise known as The White Stripes. The biography delves into the childhoods of each member and talks about how the two met. It gives a full discography and provides more than 50 pictures.",Non-fiction
For the New Intellectual,"For the New Intellectual: The Philosophy of Ayn Rand is a 1961 work by the philosopher Ayn Rand. It is her first long non-fiction book. Much of the material consists of excerpts from Rand's novels, supplemented by a long title essay that focuses on the history of philosophy.",Non-fiction
"The Mambi-Land, or Adventures of a Herald Correspondent in Cuba","The Mambi-Land, Or Adventures of a Herald Correspondent in Cuba is a historical book by James Joseph O'Kelly, published in 1874 by J. B. Lippincott & Co.",Non-fiction
41: A Portrait of My Father,"41: A Portrait of My Father is a 2014 book written by George W. Bush for his father George H. W. Bush. The book was released on November 11, 2014. The book was reviewed in The New York Times, the Financial Times, The Wall Street Journal, The Times, The Washington Post, among others.",Non-fiction
Ishi in Two Worlds,"Ishi in Two Worlds is a biographical account of Ishi, the last known member of the Yahi Native American people. Written by American author Theodora Kroeber, it was first published in 1961. Ishi had been found alone and starving outside Oroville, California, in 1911. He was befriended by the anthropologists Alfred Louis Kroeber and Thomas Waterman, who took him to the Museum of Anthropology in San Francisco. There, he was studied by the anthropologists, before his death in 1916. Theodora Kroeber married Alfred Kroeber in 1926. Though she had never met Ishi, she decided to write a biography of him because her husband did not feel able to do so.",Non-fiction
